province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Macau,China,2020-06-21,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-21,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-21,38.446859,140.927086,POINT(140.927086 38.446859),89,1,87,1
Miyazaki,Japan,2020-06-21,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-21,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
Nagasaki,Japan,2020-06-21,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-21,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-21,37.521819,138.918647,POINT(138.918647 37.521819),83,0,81,2
Ningxia,China,2020-06-21,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-21,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-21,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-21,25.768923,126.668016,POINT(126.668016 25.768923),145,7,139,-1
Osaka,Japan,2020-06-21,34.620965000000005,135.507481,POINT(135.507481 34.620965),1809,86,1681,42
Port Quarantine,Japan,2020-06-21,,,,286,0,182,104
Qinghai,China,2020-06-21,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-21,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-21,35.997101,139.347635,POINT(139.347635 35.997101),1038,65,941,32
Shaanxi,China,2020-06-21,35.1917,108.8701,POINT(108.8701 35.1917),317,3,306,8
Shandong,China,2020-06-21,36.3427,118.1498,POINT(118.1498 36.3427),792,7,785,0
Shanghai,China,2020-06-21,31.202,121.4491,POINT(121.4491 31.202),701,7,668,26
Shanxi,China,2020-06-21,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-21,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),101,1,98,2
Shimane,Japan,2020-06-21,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-21,34.916975,138.40778400000002,POINT(138.407784 34.916975),81,1,74,6
Sichuan,China,2020-06-21,30.6171,102.7103,POINT(102.7103 30.6171),589,3,570,16
Tianjin,China,2020-06-21,39.3054,117.323,POINT(117.323 39.3054),197,3,191,3
Tibet,China,2020-06-21,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-21,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-21,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-21,35.711343,139.446921,POINT(139.446921 35.711343),5789,320,5084,385
Tottori,Japan,2020-06-21,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-21,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,205,0
Unknown,Japan,2020-06-21,,,,8,0,0,8
Wakayama,Japan,2020-06-21,33.911879,135.505446,POINT(135.505446 33.911879),63,3,60,0
Xinjiang,China,2020-06-21,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-21,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-21,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,36,1
Yamanashi,Japan,2020-06-21,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,69,2
Yunnan,China,2020-06-21,24.974,101.487,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-21,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-21,35.907757000000011,127.766922,POINT(127.766922 35.907757),12438,280,10881,1277
,Mongolia,2020-06-21,46.8625,103.8467,POINT(103.8467 46.8625),213,0,153,60
Aichi,Japan,2020-06-22,35.035551,137.211621,POINT(137.211621 35.035551),521,34,470,17
Akita,Japan,2020-06-22,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-22,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-22,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-22,40.1824,116.4142,POINT(116.4142 40.1824),843,9,584,250
Chiba,Japan,2020-06-22,35.510141,140.198917,POINT(140.198917 35.510141),934,45,859,30
Chongqing,China,2020-06-22,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-22,33.624835,132.856842,POINT(132.856842 33.624835),82,4,74,4
Fujian,China,2020-06-22,26.0789,117.9874,POINT(117.9874 26.0789),363,1,357,5
Fukui,Japan,2020-06-22,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-22,33.526032,130.666949,POINT(130.666949 33.526032),835,28,784,23
Fukushima,Japan,2020-06-22,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-22,35.7518,104.2861,POINT(104.2861 35.7518),158,2,137,19
Gifu,Japan,2020-06-22,35.778671,137.055925,POINT(137.055925 35.778671),156,7,144,5
Guangdong,China,2020-06-22,23.3417,113.4244,POINT(113.4244 23.3417),1634,8,1619,7
Guangxi,China,2020-06-22,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-22,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-22,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-22,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-22,37.8957,114.9042,POINT(114.9042 37.8957),346,6,323,17
Heilongjiang,China,2020-06-22,47.861999999999995,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-22,33.882,113.61399999999999,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-22,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-22,43.385711,142.55231799999999,POINT(142.552318 43.385711),1190,95,1006,89
Hong Kong,China,2020-06-22,22.3,114.2,POINT(114.2 22.3),1161,5,1078,78
Hubei,China,2020-06-22,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-22,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-22,35.039913,134.828057,POINT(134.828057 35.039913),702,43,653,6
Ibaraki,Japan,2020-06-22,36.303588,140.319591,POINT(140.319591 36.303588),170,10,155,5
Inner Mongolia,China,2020-06-22,44.0935,113.9448,POINT(113.9448 44.0935),238,1,236,1
Ishikawa,Japan,2020-06-22,36.769464,136.771027,POINT(136.771027 36.769464),300,27,248,25
Jiangsu,China,2020-06-22,32.9711,119.455,POINT(119.455 32.9711),654,0,653,1
Jiangxi,China,2020-06-22,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-22,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-22,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-22,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-22,35.415312,139.338983,POINT(139.338983 35.415312),1432,94,1271,67
Kochi,Japan,2020-06-22,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-22,32.608154,130.74523100000002,POINT(130.745231 32.608154),48,3,44,1
Kyoto,Japan,2020-06-22,35.253815,135.443341,POINT(135.443341 35.253815),365,18,341,6
Liaoning,China,2020-06-22,41.2956,122.6085,POINT(122.6085 41.2956),154,2,147,5
Macau,China,2020-06-22,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-22,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-22,38.446859,140.927086,POINT(140.927086 38.446859),90,1,87,2
Miyazaki,Japan,2020-06-22,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-22,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
Nagasaki,Japan,2020-06-22,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-22,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-22,37.521819,138.918647,POINT(138.918647 37.521819),83,0,81,2
Ningxia,China,2020-06-22,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-22,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-22,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-22,25.768923,126.668016,POINT(126.668016 25.768923),145,7,139,-1
Osaka,Japan,2020-06-22,34.620965000000005,135.507481,POINT(135.507481 34.620965),1809,86,1681,42
Port Quarantine,Japan,2020-06-22,,,,289,0,182,107
Qinghai,China,2020-06-22,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-22,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-22,35.997101,139.347635,POINT(139.347635 35.997101),1039,65,941,33
Shaanxi,China,2020-06-22,35.1917,108.8701,POINT(108.8701 35.1917),317,3,307,7
Shandong,China,2020-06-22,36.3427,118.1498,POINT(118.1498 36.3427),792,7,785,0
Shanghai,China,2020-06-22,31.201999999999998,121.4491,POINT(121.4491 31.202),701,7,669,25
Shanxi,China,2020-06-22,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-22,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),101,1,98,2
Shimane,Japan,2020-06-22,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-22,34.916975,138.40778400000002,POINT(138.407784 34.916975),81,1,74,6
Sichuan,China,2020-06-22,30.6171,102.7103,POINT(102.7103 30.6171),589,3,572,14
Tianjin,China,2020-06-22,39.3054,117.323,POINT(117.323 39.3054),198,3,192,3
Tibet,China,2020-06-22,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-22,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-22,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-22,35.711343,139.446921,POINT(139.446921 35.711343),5818,320,5084,414
Tottori,Japan,2020-06-22,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-22,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,205,0
Unknown,Japan,2020-06-22,,,,8,0,0,8
Wakayama,Japan,2020-06-22,33.911879,135.505446,POINT(135.505446 33.911879),63,3,60,0
Xinjiang,China,2020-06-22,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-22,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-22,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,36,1
Yamanashi,Japan,2020-06-22,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,69,2
Yunnan,China,2020-06-22,24.974,101.48700000000001,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-22,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-22,35.907757000000011,127.766922,POINT(127.766922 35.907757),12484,281,10908,1295
,Mongolia,2020-06-22,46.8625,103.8467,POINT(103.8467 46.8625),215,0,158,57
Aichi,Japan,2020-06-23,35.035551,137.211621,POINT(137.211621 35.035551),521,34,471,16
Akita,Japan,2020-06-23,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-23,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-23,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-23,40.1824,116.4142,POINT(116.4142 40.1824),850,9,584,257
Chiba,Japan,2020-06-23,35.510141,140.198917,POINT(140.198917 35.510141),937,45,867,25
Chongqing,China,2020-06-23,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-23,33.624835,132.856842,POINT(132.856842 33.624835),82,4,74,4
Fujian,China,2020-06-23,26.0789,117.9874,POINT(117.9874 26.0789),363,1,357,5
Fukui,Japan,2020-06-23,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-23,33.526032,130.666949,POINT(130.666949 33.526032),838,33,784,21
Fukushima,Japan,2020-06-23,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-23,35.7518,104.2861,POINT(104.2861 35.7518),158,2,138,18
Gifu,Japan,2020-06-23,35.778671,137.055925,POINT(137.055925 35.778671),156,7,144,5
Guangdong,China,2020-06-23,23.3417,113.4244,POINT(113.4244 23.3417),1634,8,1620,6
Guangxi,China,2020-06-23,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-23,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-23,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-23,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-23,37.8957,114.9042,POINT(114.9042 37.8957),348,6,323,19
Heilongjiang,China,2020-06-23,47.862,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-23,33.882,113.614,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-23,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-23,43.385711,142.55231799999999,POINT(142.552318 43.385711),1191,97,1011,83
Hong Kong,China,2020-06-23,22.3,114.2,POINT(114.2 22.3),1177,6,1083,88
Hubei,China,2020-06-23,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-23,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-23,35.039913,134.828057,POINT(134.828057 35.039913),702,43,653,6
Ibaraki,Japan,2020-06-23,36.303588,140.319591,POINT(140.319591 36.303588),170,10,155,5
Inner Mongolia,China,2020-06-23,44.0935,113.9448,POINT(113.9448 44.0935),238,1,236,1
Ishikawa,Japan,2020-06-23,36.769464,136.771027,POINT(136.771027 36.769464),300,27,249,24
Jiangsu,China,2020-06-23,32.9711,119.455,POINT(119.455 32.9711),654,0,653,1
Jiangxi,China,2020-06-23,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-23,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-23,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-23,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-23,35.415312,139.338983,POINT(139.338983 35.415312),1433,94,1278,61
Kochi,Japan,2020-06-23,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-23,32.608154,130.74523100000002,POINT(130.745231 32.608154),48,3,45,0
Kyoto,Japan,2020-06-23,35.253815,135.443341,POINT(135.443341 35.253815),365,18,342,5
Liaoning,China,2020-06-23,41.2956,122.6085,POINT(122.6085 41.2956),154,2,147,5
Macau,China,2020-06-23,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-23,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-23,38.446859,140.927086,POINT(140.927086 38.446859),90,1,87,2
Miyazaki,Japan,2020-06-23,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-23,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
Nagasaki,Japan,2020-06-23,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-23,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-23,37.521819,138.918647,POINT(138.918647 37.521819),83,0,81,2
Ningxia,China,2020-06-23,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-23,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-23,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-23,25.768923,126.668016,POINT(126.668016 25.768923),145,7,138,0
Osaka,Japan,2020-06-23,34.620965000000005,135.507481,POINT(135.507481 34.620965),1809,86,1687,36
Port Quarantine,Japan,2020-06-23,,,,293,0,190,103
Qinghai,China,2020-06-23,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-23,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-23,35.997101,139.347635,POINT(139.347635 35.997101),1054,65,942,47
Shaanxi,China,2020-06-23,35.1917,108.8701,POINT(108.8701 35.1917),319,3,307,9
Shandong,China,2020-06-23,36.3427,118.1498,POINT(118.1498 36.3427),792,7,785,0
Shanghai,China,2020-06-23,31.202,121.4491,POINT(121.4491 31.202),703,7,669,27
Shanxi,China,2020-06-23,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-23,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),101,1,98,2
Shimane,Japan,2020-06-23,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-23,34.916975,138.40778400000002,POINT(138.407784 34.916975),81,1,75,5
Sichuan,China,2020-06-23,30.6171,102.7103,POINT(102.7103 30.6171),589,3,573,13
Tianjin,China,2020-06-23,39.3054,117.323,POINT(117.323 39.3054),198,3,192,3
Tibet,China,2020-06-23,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-23,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-23,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-23,35.711343,139.446921,POINT(139.446921 35.711343),5849,323,5183,343
Tottori,Japan,2020-06-23,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-23,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,205,0
Unknown,Japan,2020-06-23,,,,8,0,0,8
Wakayama,Japan,2020-06-23,33.911879,135.505446,POINT(135.505446 33.911879),64,3,60,1
Xinjiang,China,2020-06-23,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-23,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-23,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,37,0
Yamanashi,Japan,2020-06-23,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,69,2
Yunnan,China,2020-06-23,24.974,101.487,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-23,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-23,35.907757000000011,127.766922,POINT(127.766922 35.907757),12535,281,10930,1324
,Mongolia,2020-06-23,46.8625,103.8467,POINT(103.8467 46.8625),215,0,168,47
Aichi,Japan,2020-06-24,35.035551,137.211621,POINT(137.211621 35.035551),521,34,471,16
Akita,Japan,2020-06-24,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-24,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-24,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-24,40.1824,116.4142,POINT(116.4142 40.1824),863,9,584,270
Chiba,Japan,2020-06-24,35.510141,140.198917,POINT(140.198917 35.510141),940,45,867,28
Chongqing,China,2020-06-24,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-24,33.624835,132.856842,POINT(132.856842 33.624835),82,4,74,4
Fujian,China,2020-06-24,26.0789,117.9874,POINT(117.9874 26.0789),363,1,357,5
Fukui,Japan,2020-06-24,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-24,33.526032,130.666949,POINT(130.666949 33.526032),839,33,784,22
Fukushima,Japan,2020-06-24,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-24,35.7518,104.2861,POINT(104.2861 35.7518),161,2,138,21
Gifu,Japan,2020-06-24,35.778671,137.055925,POINT(137.055925 35.778671),156,7,144,5
Guangdong,China,2020-06-24,23.3417,113.4244,POINT(113.4244 23.3417),1635,8,1621,6
Guangxi,China,2020-06-24,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-24,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-24,36.504478999999996,138.985605,POINT(138.985605 36.504479),152,19,130,3
Hainan,China,2020-06-24,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-24,37.8957,114.9042,POINT(114.9042 37.8957),349,6,323,20
Heilongjiang,China,2020-06-24,47.861999999999995,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-24,33.882,113.61399999999999,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-24,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-24,43.385711,142.55231799999999,POINT(142.552318 43.385711),1201,98,1011,92
Hong Kong,China,2020-06-24,22.3,114.2,POINT(114.2 22.3),1179,6,1086,87
Hubei,China,2020-06-24,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-24,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-24,35.039913,134.828057,POINT(134.828057 35.039913),702,43,653,6
Ibaraki,Japan,2020-06-24,36.303588,140.319591,POINT(140.319591 36.303588),170,10,155,5
Inner Mongolia,China,2020-06-24,44.0935,113.9448,POINT(113.9448 44.0935),238,1,236,1
Ishikawa,Japan,2020-06-24,36.769464,136.771027,POINT(136.771027 36.769464),300,27,249,24
Jiangsu,China,2020-06-24,32.9711,119.455,POINT(119.455 32.9711),654,0,653,1
Jiangxi,China,2020-06-24,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-24,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-24,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-24,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-24,35.415312,139.338983,POINT(139.338983 35.415312),1437,94,1283,60
Kochi,Japan,2020-06-24,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-24,32.608154,130.74523100000002,POINT(130.745231 32.608154),48,3,45,0
Kyoto,Japan,2020-06-24,35.253815,135.443341,POINT(135.443341 35.253815),365,18,342,5
Liaoning,China,2020-06-24,41.2956,122.6085,POINT(122.6085 41.2956),154,2,147,5
Macau,China,2020-06-24,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-24,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-24,38.446859,140.927086,POINT(140.927086 38.446859),90,1,87,2
Miyazaki,Japan,2020-06-24,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-24,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
